,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Characteristics,Latitude,Longitude
112,€ 64 ,Mythos #2 apartment (Kalliston),4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.97,60,Hosted by Kalliston,"Self check-in, Kalliston is a Superhost, Free cancellation before 2:00 PM on March 27",40.63833,22.94335
113,€ 65 ,Incognito #Skgbnb,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Tomas&Cristina! Skgbnb,"Tomas&Cristina! Skgbnb is a Superhost, Great check-in experience",40.6333,22.9542
114,€ 127 ,"Okto Penthouse, Nilie Hospitality MGMT",4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.95,19 reviews,Hosted by Nilie Premium Hospitality MGMT,"Self check-in, Great location, Free cancellation before March 31",40.63581,22.93998
115,€ 53 ,Seaside Heights: Awe-Inspiring City Views!,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,33,Hosted by Yanis,"Dedicated workspace, Yanis is a Superhost, Free cancellation before June 13",40.6398,22.9478
116,€ 53 ,✦World Heritage Site✦ Ace Location|Walk Everywhere,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.96,100,Hosted by Panagiota,"Self check-in, Panagiota is a Superhost, Furry friends welcome",40.63764,22.94817
117,€ 104 ,#Toucan by halu! apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,,,4.86,21 reviews,Hosted by Halu!,"Great for remote work, Self check-in, Free cancellation before April 1",40.635234,22.948369
118,€ 79 ,Project Leni 239,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.98,42,Hosted by Alexandros,"Dedicated workspace, Self check-in, Alexandros is a Superhost",40.6385,22.944
119,€ 88 ,Stylish & Comfortable  In The Heart Of The City,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,35,Hosted by Andreas,"Great for remote work, Self check-in, Free cancellation for 48 hours",40.63237,22.9486
120,€ 77 ,Neoclassical Flat since 1929 in Thessaloniki,5 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,4.88,69,Hosted by Elena,"Great location, Great check-in experience, Free cancellation before March 31",40.6365,22.9479
121,€ 120 ,Luxmini 2bd apt near the sea,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.94,32,Hosted by Stef & George,"Self check-in, Stef & George is a Superhost, Great location",40.6286,22.9467
122,€ 240 ,The Lux2 a gorgeous 3 bd apt | Close to everything,6 guests · , · 3 beds · , · 3 bedrooms · , · 2.5 baths,"Guest
favorite",Superhost · ,4.87,77,Hosted by Stef & George,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.63017,22.94477
123,€ 67 ,Aristotelous Square Luxury Studio,4 guests · , · 3 beds · ,, · 1 bath,"Guest
favorite",Superhost · ,4.90,260,Hosted by Vaia,"Self check-in, Vaia is a Superhost, Free cancellation before April 11",40.63591,22.94492
124,€ 73 ,City Center Getaway,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Theodotie,"Theodotie is a Superhost, Great check-in experience, Furry friends welcome",40.6319,22.9463
125,€ 119 ,Urban folks apartment,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,5.0,9,Hosted by Nikos,"Self check-in, Great location, Free cancellation before April 21",40.6324,22.9479
126,€ 104 ,#Toucan by halu! apartments,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,,,4.86,21 reviews,Hosted by Halu!,"Great for remote work, Self check-in, Free cancellation before April 1",40.635234,22.948369
127,€ 79 ,Project Leni 239,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.98,42,Hosted by Alexandros,"Dedicated workspace, Self check-in, Alexandros is a Superhost",40.6385,22.944
128,€ 77 ,Neoclassical Flat since 1929 in Thessaloniki,5 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,4.88,69,Hosted by Elena,"Great location, Great check-in experience, Free cancellation before March 31",40.6365,22.9479
129,€ 120 ,Luxmini 2bd apt near the sea,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.94,32,Hosted by Stef & George,"Self check-in, Stef & George is a Superhost, Great location",40.6286,22.9467
130,€ 67 ,Aristotelous Square Luxury Studio,4 guests · , · 3 beds · ,, · 1 bath,"Guest
favorite",Superhost · ,4.90,260,Hosted by Vaia,"Self check-in, Vaia is a Superhost, Free cancellation before April 11",40.63591,22.94492
131,€ 73 ,City Center Getaway,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,14,Hosted by Theodotie,"Theodotie is a Superhost, Great check-in experience, Furry friends welcome",40.6319,22.9463
132,€ 82 ,Moroccan vibes,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,5.0,4 reviews,Hosted by GeorGina,"Great location, Great check-in experience, Furry friends welcome",40.642853,22.9385796
133,€ 70 ,"The Modern World Apartment, Vesta Philoxenia",3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.95,22,Hosted by Vesta Philoxenia,"Dedicated workspace, Self check-in, Great location",40.63474,22.95434
134,€ 70 ,Imperium II - White Tower #Skgbnb,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.93,45,Hosted by Tomas&Cristina! Skgbnb,"Great for remote work, Self check-in, Tomas&Cristina! Skgbnb is a Superhost",40.62818,22.9482
135,€ 45 ,TerraCity Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.96,28,Hosted by Alexandra-Markos,"Self check-in, Alexandra-Markos is a Superhost, Free cancellation before April 23",40.6344095,22.9528624
136,€ 89 ,Apartment in listed building in historical centre,4 guests · , · 2 beds · , · 2 bedrooms · , · 2 baths,"Guest
favorite",Superhost · ,4.94,126,Hosted by Dimitris-Ioanna,"Self check-in, Dimitris-Ioanna is a Superhost, Free cancellation for 48 hours",40.6315,22.947
137,€ 240 ,The Lux2 a gorgeous 3 bd apt | Close to everything,6 guests · , · 3 beds · , · 3 bedrooms · , · 2.5 baths,"Guest
favorite",Superhost · ,4.87,77,Hosted by Stef & George,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.63017,22.94477
138,€ 54 ,Thessaloniki Central Apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,7,Hosted by Anna,"Great check-in experience, Highly rated Host, Free cancellation for 48 hours",40.6390442,22.9356819
139,€ 73 ,STS EIGHT 5.1 NEW,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.90,231 reviews,Hosted by Έλενα,"Great for remote work, Self check-in, Free cancellation for 48 hours",40.6379,22.9436
140,€ 119 ,Urban folks apartment,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,5.0,9,Hosted by Nikos,"Self check-in, Great location, Free cancellation before April 21",40.6324,22.9479
141,€ 42 ,Contemporary Gem in the Heart of Thessaloniki,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,New,1 review,Hosted by Innovation,"Self check-in, Innovation is a Superhost, Free cancellation before April 8",40.6469,22.9234
142,€ 179 ,Art Gallery Center Apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,,Superhost · ,4.90,105 reviews,Hosted by Alexandros,"Dedicated workspace, Alexandros is a Superhost, Free cancellation before April 1",40.62761,22.94842
143,€ 70 ,Jolie for 4 #Skgbnb,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.92,25,Hosted by Cristina&Tomas! Skgbnb,"Fast wifi, Cristina&Tomas! Skgbnb is a Superhost",40.62086,22.95822
144,€ 60 ,Thanos  home (with private parking).,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.99,299,Hosted by Thanasis,"Fast wifi, Self check-in, Free cancellation before April 8",40.6194,22.9554
145,€ 120 ,Apartment in the historical center with beautiful terrace,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,4.92,49,Hosted by Anestis,"Great check-in experience, Highly rated Host, Free cancellation before April 1",40.63426,22.94393
146,€ 42 ,Contemporary Gem in the Heart of Thessaloniki,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,New,1 review,Hosted by Innovation,"Self check-in, Innovation is a Superhost, Free cancellation before April 8",40.6469,22.9234
147,€ 240 ,The Lux2 a gorgeous 3 bd apt | Close to everything,6 guests · , · 3 beds · , · 3 bedrooms · , · 2.5 baths,"Guest
favorite",Superhost · ,4.87,77,Hosted by Stef & George,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.63017,22.94477
148,€ 108 ,Green Doors Penthouse,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,"Guest
favorite",Superhost · ,4.88,16,Hosted by Magda,"Self check-in, Magda is a Superhost, Great location",40.6316,22.9475
149,€ 45 ,Modern Aristotelous Studio with a Magic Balcony,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.90,376,Hosted by Vasilis,"Self check-in, Great check-in experience, Free cancellation before June 25",40.63413,22.94183
150,€ 56 ,Casa Nueve - Amazing apartment close to the sea,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.95,157,Hosted by Chris,"Self check-in, Chris is a Superhost, Great check-in experience",40.607,22.953
151,€ 55 ,Ohappy Design Penthouse,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.78,9 reviews,Hosted by Ioannis,"Great communication, Free cancellation before April 2",40.63993,22.94031
152,€ 142 ,Fandango: Gorgeous Neoclassical Apartment,4 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,5.0,20,Hosted by Halu!,"Great for remote work, Great location, Free cancellation before June 3",40.63668,22.94203
153,€ 47 ,Luxurious get-away chez Kat,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,8,Hosted by Thanos,"Thanos is a Superhost, Great check-in experience",40.6405,22.9325
154,€ 60 ,Ventura - Radio city #Skgbnb,4 guests · , · 2 beds · , · 2 bedrooms · , · 2 baths,"Guest
favorite",Superhost · ,5.0,20,Hosted by Cristina&Tomas! Skgbnb,"Cristina&Tomas! Skgbnb is a Superhost, Great check-in experience",40.61613,22.95701
155,€ 47 ,LuxLiving Agiou Dimitriou II,2 guests · , · 1 bed · , · 1 bedroom · , · 1.5 baths,"Guest
favorite",Superhost · ,5.0,14,Hosted by Alexandros,"Dedicated workspace, Self check-in, Free cancellation before May 26",40.6389227,22.9476825
156,€ 69 ,Adam's apartment with large sunny balcony,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,5.0,3 reviews,Hosted by Yorgos,"Dedicated workspace, Self check-in, Yorgos is a Superhost",40.62967,22.95211
157,€ 57 ,Cozy Modern Apartment Inside The City Center,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.96,203,Hosted by Lucia And Konstantinos,"Fast wifi, Lucia And Konstantinos is a Superhost, Free cancellation for 48 hours",40.6328,22.949
158,€ 55 ,Flat 128 ★ Sea view ★ 5min walk to Roman Forum,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.90,62 reviews,Hosted by Silvia,"Self check-in, Silvia is a Superhost, Free cancellation before 2:00 PM on March 27",40.641,22.9454
159,€ 31 ,White Diamond,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.70,10 reviews,Hosted by Zoe,"Self check-in, Great check-in experience",40.6417,22.944
160,€ 66 ,NEW #5 DESIGN LUXURY,2 guests · , · 1 bed · , · 1 bedroom · , · 1.5 baths,,,5.0,6 reviews,Hosted by Phi,"Dedicated workspace, Self check-in, Free cancellation before March 31",40.64039,22.94192
161,€ 82 ,Iktinou Luxury City Center Apartment,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.96,222,Hosted by Christos,"Self check-in, Christos is a Superhost, Free cancellation before May 3",40.6313,22.9456
162,€ 41 ,Tailor's suites  #2,4 guests · ,, · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.89,28,Hosted by Maria,"Dedicated workspace, Self check-in, Maria is a Superhost",40.6397,22.9387
163,€ 82 ,Iktinou Luxury City Center Apartment,6 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.96,222,Hosted by Christos,"Self check-in, Christos is a Superhost, Free cancellation before May 3",40.6313,22.9456
164,€ 74 ,Seaside Pearl Apartment (Two bedrooms),4 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,5.0,3 reviews,Hosted by Artemis,"Dedicated workspace, Self check-in, Artemis is a Superhost",40.6206,22.9527
165,€ 56 ,Helens Little Castle  (Free Private Parking),2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,5.0,56,Hosted by Efstathios,"Dedicated workspace, Efstathios is a Superhost, Free cancellation before April 1",40.63741,22.95506
166,€ 115 ,White Lotus by halu! : 2BD apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,5.0,11 reviews,Hosted by Halu!,"Great for remote work, Great check-in experience, Free cancellation before April 8",40.6354,22.94715
167,€ 42 ,"Big Apple #2.6, Nilie Hospitality MGMT",3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.27,15 reviews,Hosted by Nilie Premium Hospitality MGMT,Self check-in,40.64028,22.93825
168,€ 55 ,Flat 129 ★ Sea view ★ 5min walk to Roman Forum,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.94,86,Hosted by Silvia,"Self check-in, Silvia is a Superhost, Free cancellation before April 4",40.6409,22.9454
169,€ 64 ,City Chic: Cozy Balcony Bliss,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,5.0,4 reviews,Hosted by Apostolos,"Self check-in, Great location, Great check-in experience",40.6358207,22.9530425
170,€ 65 ,Sunny & Happy aprt historic center,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.95,113,Hosted by Marianna,"Marianna is a Superhost, Great check-in experience, Free cancellation before April 7",40.632,22.9529
171,€ 128 ,#Luxlikehome Horizon Apartment,6 guests · , · 3 beds · , · 3 bedrooms · , · 2 baths,,,New,Show moreShow more. Open host profile.,Hosted by Luxlikehome,"Park for free, Experienced host, Free cancellation for 48 hours",40.60326,22.95303
172,€ 74 ,Vibrant city apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.90,78,Hosted by Filippa,"Dedicated workspace, Self check-in, Free cancellation before April 14",40.63077,22.94271
173,€ 62 ,Twin° Superior Suites,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.98,127,Hosted by Panagiota,"Great for remote work, Self check-in, Free cancellation before April 18",40.6197,22.9578
174,€ 144 ,Luxury home@the heart of the city,4 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,,,5.0,17 reviews,Hosted by Dimitra,Free cancellation before April 9,40.62901,22.94722
175,€ 65 ,Sofia Sunshine Serenity,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,,New,Show moreShow more. Open host profile.,Hosted by Konstantinos,"Furry friends welcome, Experienced host",40.6317279,22.9493214
176,€ 52 ,THE WALL Downtown Apartment/museums area,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,4.87,260 reviews,Hosted by Giorgos,"Featured in, Designed by, Free cancellation before May 25",40.6308,22.9515
177,€ 40 ,UTOPIA Flat can host up to 8ppl with UTOPIA Studio,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.95,91,Hosted by Konstantinos,"Self check-in, Konstantinos is a Superhost, Free cancellation before April 12",40.64423,22.93777
178,€ 52 ,Luxury apartments in Thessaloniki,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.86,14,Hosted by Ευαγγελία,"Fast wifi, Self check-in, Free cancellation before March 31",40.6415014,22.9482505
179,€ 75 ,Thea Apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,"Guest
favorite",Superhost · ,4.98,47,Hosted by Anestis,"Anestis is a Superhost, Great check-in experience, Free cancellation for 48 hours",40.63977,22.95594
180,€ 52 ,Luxury apartments in Thessaloniki,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",,4.86,14,Hosted by Ευαγγελία,"Fast wifi, Self check-in, Free cancellation before March 31",40.6415014,22.9482505
181,€ 60 ,Penthouse in the City Centre !!,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.84,69 reviews,Hosted by Elina,"Self check-in, Great check-in experience, Free cancellation before April 29",40.63547,22.93888
182,€ 49 ,Aristotelous Loft Apartment,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.90,133,Hosted by Nikoleta,"Dedicated workspace, Self check-in, Free cancellation before March 31",40.63821,22.94794
183,€ 70 ,City center Diamond suite - 300m from the seafront,3 guests · ,,, · 1 bath,"Guest
favorite",,5.0,6,Hosted by Βασίλης,"Self check-in, Great location, Free cancellation before 1:00 PM on March 27",40.6353,22.9406
184,€ 51 ,Spacious Luxury apartment downtown Thessaloniki,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.88,78 reviews,Hosted by My Street,"My Street is a Superhost, Great check-in experience",40.64007,22.93705
185,€ 81 ,Urban Luxury by InFox Suites,6 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",,5.0,11,Hosted by InFox Suites,"Self check-in, Great check-in experience, Highly rated Host",40.6392814,22.9501976
186,€ 90 ,"White Suite ""Armonia""",8 guests · , · 3 beds · , · 3 bedrooms · , · 2 baths,"Guest
favorite",Superhost · ,4.99,87,Hosted by Δημήτρης -,"Δημήτρης - is a Superhost, Park for free",40.61719,22.95904
187,€ 164 ,Dahlia: Elegant & Spacious 2-Bedroom Luxury Living,4 guests · , · 2 beds · , · 2 bedrooms · , · 2 baths,,,4.80,5 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 2",40.63188,22.94953
188,€ 90 ,Spacious city loft near the waterfront,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.98,203,Hosted by Kostis,"Dedicated workspace, Kostis is a Superhost, Free cancellation before March 31",40.6337,22.9389
189,€ 49 ,"Adelle Studio #34, The Luxury Suites",3 guests · , · 2 beds · ,, · 1 bath,,,4.56,41 reviews,Hosted by The Luxury Suites,"Self check-in, Great communication, Free cancellation before 2:00 PM on March 27",40.63965,22.93941
190,€ 160 ,Elegant Beachfront 3bd House,6 guests · , · 4 beds · , · 3 bedrooms · , · 2 baths,"Guest
favorite",,5.0,11,Hosted by Solon,"Dedicated workspace, Great check-in experience, Free cancellation before April 21",40.5007087,22.892568
191,€ 95 ,View and the city,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.97,38,Hosted by Panagiotis,"Panagiotis is a Superhost, Great location, Free cancellation for 48 hours",40.64031,22.96039
192,€ 57 ,Great View Luxury Living,3 guests · , · 2 beds · ,, · 1 bath,"Guest
favorite",Superhost · ,4.93,196,Hosted by Stamatis,"Dedicated workspace, Self check-in, Free cancellation before April 10",40.6442,22.925
193,€ 120 ,Big Suite by the Sea,4 guests · , · 1 bed · , · 1 bedroom · , · 1.5 baths,"Guest
favorite",Superhost · ,5.0,37,Hosted by Konstantinos,"Konstantinos is a Superhost, Great location, Great check-in experience",40.5064,22.91707
194,€ 112 ,"#FLH - Scandi Chic Apartment, Agia Sofia District",4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.85,274 reviews,Hosted by FeelsLikeHomeGR,"FeelsLikeHomeGR is a Superhost, Great location, Free cancellation before March 30",40.6338,22.9455
195,€ 36 ,Escape ... in style // Downtown Seaside Gate_301,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,4.77,340 reviews,Hosted by Mike,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.63145,22.94071
196,€ 70 ,Ano Poli stay with private terrace and view,4 guests · , · 3 beds · , · 1 bedroom · , · 1 bath,,,4.93,45 reviews,Hosted by Vesta Philoxenia,"Great location, Great check-in experience, Free cancellation for 48 hours",40.64298,22.95404
197,€ 79 ,Lux Nomad MGMT - BOEM super central 2bedroom flat,5 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.89,54,Hosted by Alexios,"Self check-in, Alexios is a Superhost, Free cancellation before April 23",40.6371,22.9466
198,€ 46 ,ifestos By Socrates Junior Houses,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,New,Show moreShow more. Open host profile.,Hosted by Socrates Junior Houses,"Self check-in, Socrates Junior Houses is a Superhost, Free cancellation before March 31",40.6431227,22.939386
199,€ 208 ,Marilyn: Luxe & Stylish 3BD retreat by halu!,6 guests · , · 4 beds · , · 3 bedrooms · , · 2 baths,"Guest
favorite",,4.85,13,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 25",40.6345715,22.9465505
200,€ 126 ,Agia Sofia Noir Apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,"Guest
favorite",Superhost · ,4.93,15,Hosted by Dimitra,"Self check-in, Dimitra is a Superhost, Free cancellation before May 3",40.6324,22.9446
201,€ 52 ,Lovely modern apartment of 1.3km from White Tower,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,17,Hosted by Vasiliki,"Self check-in, Great check-in experience, Free cancellation before March 28",40.6192,22.9579
202,€ 68 ,Horizon /Downtown Penthouse w/ massive terrace,4 guests · , · 2 beds · ,, · 1 bath,"Guest
favorite",Superhost · ,5.0,23,Hosted by Afentoula,"Great for remote work, Afentoula is a Superhost, Free cancellation for 48 hours",40.63275,22.94854
203,€ 61 ,Terpsi's house,2 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.96,55,Hosted by Giorgos,"Self check-in, Giorgos is a Superhost, Free cancellation before April 5",40.63058,22.94894
204,€ 44 ,"Pantheon, Nilie Hospitality MGMT",4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,4.78,9 reviews,Hosted by Nilie Premium Hospitality MGMT,"Self check-in, Experienced host",40.6341411,22.9371348
205,€ 80 ,Urban Seaside Studio with BALCONY,3 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.95,167,Hosted by Elina,"Self check-in, Elina is a Superhost, Free cancellation before May 4",40.63098,22.94265
206,€ 77 ,Stylish and Renovated Retreat,3 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",,5.0,10,Hosted by Mike,"Great check-in experience, Furry friends welcome, Highly rated Host",40.6378,22.9531
207,€ 153 ,4 Travelers,4 guests · , · 3 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,5.0,50,Hosted by Crisa,"Dedicated workspace, Crisa is a Superhost, Free cancellation before March 28",40.6339,22.9426
208,€ 131 ,Pelagus City - Grand View Suite,4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,New,Show moreShow more. Open host profile.,Hosted by Pelagus City,Self check-in,40.635,22.9388
209,€ 45 ,Feel like your home in the Helion apartment,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.90,78 reviews,Hosted by Αστεριος,"Self check-in, Αστεριος is a Superhost, Free cancellation before 2:00 PM on March 27",40.64081,22.93721
210,€ 70 ,Agia Sofia Luxury City Center Apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,,Superhost · ,4.89,102 reviews,Hosted by Eleftheria,"Dedicated workspace, Self check-in, Eleftheria is a Superhost",40.6322,22.9477
211,€ 40 ,Private Mini Suite-Self Check-in,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,,2 reviews,Hosted by Nikos,"Self check-in, Free cancellation before April 6",40.6371,22.9368
212,€ 60 ,Elegant Mountain-view Apartment next to seaside,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,Superhost · ,4.92,25 reviews,Hosted by Innovation,"Self check-in, Innovation is a Superhost, Free cancellation before 2:00 PM on March 26",40.60491,22.95141
213,€ 62 ,Bright Bright A_Central Apartment with balcony,4 guests · , · 3 beds · , · 2 bedrooms · , · 1.5 baths,"Guest
favorite",Superhost · ,4.96,160,Hosted by Mary,"Self check-in, Mary is a Superhost, Free cancellation before May 4",40.63711,22.94261
214,€ 55 ,Valentina's Apartment with Large Sunny Balcony,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.92,244,Hosted by Yorgos,"Dedicated workspace, Self check-in, Free cancellation for 48 hours",40.6349,22.9465
215,€ 67 ,#Pearl: Penthouse suite with amazing view,2 guests · , · 1 bed · ,, · 1 bath,,,4.74,19 reviews,Hosted by Halu!,"Dedicated workspace, Self check-in, Free cancellation before April 1",40.63415,22.94527
216,€ 60 ,#SKGH Anatolia Luxury Suite -NearHELEXPO,4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,,,4.84,74 reviews,Hosted by Helias,"Dedicated workspace, Self check-in, Free cancellation before April 18",40.6275,22.9524
217,€ 66 ,Navarinou sq.-ancient ruins view-lux 2BD apartment,5 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,,Superhost · ,4.86,287 reviews,Hosted by Ioanna,"Dedicated workspace, Ioanna is a Superhost, Free cancellation for 48 hours",40.6306,22.9479
218,€ 64 ,"Bonsai 4.1, The Luxury Suites",4 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,,,1 review,Hosted by The Luxury Suites,"Self check-in, Experienced host, Free cancellation before 2:00 PM on March 27",40.6391422,22.93775
219,€ 38 ,Escape ... in style // Downtown Seaside Gate_303,2 guests · , · 1 bed · , · 1 bedroom · , · 1 bath,,Superhost · ,4.74,269 reviews,Hosted by Mike,"Fast wifi, Self check-in, Free cancellation for 48 hours",40.6318,22.9417
220,€ 80 ,"1 Sea & City 
Living",4 guests · , · 2 beds · , · 1 bedroom · , · 1 bath,"Guest
favorite",Superhost · ,4.91,88,Hosted by Κατερίνα,"Self check-in, Κατερίνα is a Superhost, Free cancellation for 48 hours",40.61087,22.9526
221,€ 95 ,The SuperHeroes Apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1 bath,"Guest
favorite",Superhost · ,4.96,70,Hosted by Vassilis,"Great for remote work, Vassilis is a Superhost, Great check-in experience",40.5994,22.9757
222,€ 115 ,kids friendly apartment,4 guests · , · 2 beds · , · 2 bedrooms · , · 1.5 baths,"Guest
favorite",,5.0,7,Hosted by Sofi,"Dedicated workspace, Self check-in, Free cancellation before 2:00 PM on March 27",40.59581,22.95607
